[Saturday/January 10/01/2026 10:38:40] /mnt/GAME_DISK/[YuushaNi] Love Live! School Idol Project Complete (BD HEVC 1920x1080 AAC)/Love Live! School Idol Project/[YuushaNi] Love Live! - 06 (BD HEVC 1920x1080 AAC).mkv | length=1419.982 | time=1419.94
[Saturday/January 10/01/2026 10:55:29] /mnt/GAME_DISK/[YuushaNi] Love Live! School Idol Project Complete (BD HEVC 1920x1080 AAC)/Love Live! School Idol Project/[YuushaNi] Love Live! - 07 (BD HEVC 1920x1080 AAC).mkv | length=1420.401 | time=892.913
[Saturday/January 10/01/2026 19:40:56] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars01e03_03m58s897ms_04m04s157ms.mp3 | length=5.2611666666667 | time=5.02420930461
[Saturday/January 10/01/2026 19:41:11] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars01e03_03m56s777ms_04m04s157ms.mp3 | length=7.3806666666667 | time=7.1575839939433
[Saturday/January 10/01/2026 21:43:55] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars01e04_00m22s557ms_00m29s527ms.mp3 | length=6.9695 | time=6.75226599961
[Saturday/January 10/01/2026 21:46:29] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars01e04_03m45s727ms_03m54s897ms.mp3 | length=9.17 | time=8.9388768902766
[Saturday/January 10/01/2026 21:50:51] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars01e04_07m43s667ms_07m48s547ms.mp3 | length=4.88 | time=4.64027809661
[Saturday/January 10/01/2026 21:53:27] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars01e04_09m28s687ms_09m36s617ms.mp3 | length=7.9306666666667 | time=7.71217254261
[Saturday/January 10/01/2026 21:53:56] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars01e04_09m38s947ms_09m44s667ms.mp3 | length=5.7196666666667 | time=5.4832131442766
[Saturday/January 10/01/2026 21:56:03] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars01e04_10m14s447ms_10m20s327ms.mp3 | length=5.8793333333333 | time=5.6538164899433
[Saturday/January 10/01/2026 22:00:27] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars01e04_13m59s837ms_14m07s007ms.mp3 | length=7.1693333333333 | time=6.94418646261
[Saturday/January 10/01/2026 22:00:56] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars01e04_14m08s217ms_14m12s727ms.mp3 | length=4.5103333333333 | time=4.2775340969433
[Saturday/January 10/01/2026 22:01:41] /home/niconico/.local/share/Anki2/User 1/collection.media/lovelivesuperstars01e04_14m39s037ms_14m42s627ms.mp3 | length=3.5896666666667 | time=3.3709870092766
